"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	10	4649818	Unreliable
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	111	4649818	2.4
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	46	4649818	1.0
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	98	4649818	2.1
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	40	4649818	0.9
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	17	4649818	Unreliable
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	518	4649818	11.1
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	14	4306934	Unreliable
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	13	4306934	Unreliable
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	86	4306934	2.0
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	54	4306934	1.3
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	27	4306934	0.6
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	13	4306934	Unreliable
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	186	4306934	4.3
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	73	4306934	1.7
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	135	4306934	3.1
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with neurological complications"	"E14.4"	11	4306934	Unreliable
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	72	4306934	1.7
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	34	4306934	0.8
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	1065	4306934	24.7
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	14	1045066	Unreliable
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	61	1045066	5.8
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	87	1045066	8.3
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	40	1045066	3.8
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	14	1045066	Unreliable
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	192	1045066	18.4
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	18	1045066	Unreliable
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	218	1045066	20.9
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	93	1045066	8.9
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	47	1045066	4.5
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	795	1045066	76.1
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	11	773927	Unreliable
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	32	773927	4.1
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	71	773927	9.2
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	24	773927	3.1
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	22	773927	2.8
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	164	773927	21.2
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	25	773927	3.2
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	225	773927	29.1
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	90	773927	11.6
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	42	773927	5.4
	"South Carolina"	"45"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	714	773927	92.3
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	13	3540627	Unreliable
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	76	3540627	2.1
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	78	3540627	2.2
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	33	3540627	0.9
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	13	3540627	Unreliable
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	243	3540627	6.9
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with coma"	"E14.0"	10	3540627	Unreliable
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	35	3540627	1.0
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	157	3540627	4.4
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	74	3540627	2.1
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	20	3540627	0.6
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	888	3540627	25.1
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	19	3159028	Unreliable
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	82	3159028	2.6
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	99	3159028	3.1
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	40	3159028	1.3
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	27	3159028	0.9
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	322	3159028	10.2
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	52	3159028	1.6
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	273	3159028	8.6
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with neurological complications"	"E14.4"	12	3159028	Unreliable
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	116	3159028	3.7
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	51	3159028	1.6
	"South Carolina"	"45"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	1272	3159028	40.3
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	15	551141	Unreliable
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	11	551141	Unreliable
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	54	551141	9.8
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	88	551141	16.0
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	36	551141	6.5
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	25	551141	4.5
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	201	551141	36.5
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	17	551141	Unreliable
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	218	551141	39.6
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	109	551141	19.8
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	33	551141	6.0
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	871	551141	158.0
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	27	322148	8.4
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	65	322148	20.2
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	24	322148	7.4
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	14	322148	Unreliable
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	110	322148	34.1
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	19	322148	Unreliable
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	143	322148	44.4
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	71	322148	22.0
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	23	322148	7.1
	"South Carolina"	"45"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	544	322148	168.9
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	10	2038211	Unreliable
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	88	2038211	4.3
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	104	2038211	5.1
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	33	2038211	1.6
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	14	2038211	Unreliable
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	373	2038211	18.3
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with coma"	"E14.0"	14	2038211	Unreliable
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	43	2038211	2.1
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	189	2038211	9.3
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	105	2038211	5.2
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	13	2038211	Unreliable
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	23	2038211	1.1
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	1087	2038211	53.3
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	14	1528648	Unreliable
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	70	1528648	4.6
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	131	1528648	8.6
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	45	1528648	2.9
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	23	1528648	1.5
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	363	1528648	23.7
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	29	1528648	1.9
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	232	1528648	15.2
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with neurological complications"	"E14.4"	10	1528648	Unreliable
	"South Carolina"	"45"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	130	1528648	8.5
